dataset,category,example_id,case_id,question_index,context_condition,question_polarity,natural_unit_id
bbq,Race_x_SES,8501,2125,20,disambig,neg,Race_x_SES:2125
bbq,Race_x_SES,8502,2125,20,ambig,nonneg,Race_x_SES:2125
bbq,Race_x_SES,8503,2125,20,disambig,nonneg,Race_x_SES:2125
bbq,Race_x_SES,8952,2238,20,ambig,neg,Race_x_SES:2238
bbq,Race_x_SES,8953,2238,20,disambig,neg,Race_x_SES:2238
bbq,Race_x_SES,8954,2238,20,ambig,nonneg,Race_x_SES:2238
bbq,Race_x_SES,8955,2238,20,disambig,nonneg,Race_x_SES:2238
bbq,Race_x_SES,9020,2255,21,ambig,neg,Race_x_SES:2255
bbq,Race_x_SES,9021,2255,21,disambig,neg,Race_x_SES:2255
bbq,Race_x_SES,9022,2255,21,ambig,nonneg,Race_x_SES:2255
bbq,Race_x_SES,9023,2255,21,disambig,nonneg,Race_x_SES:2255
bbq,Race_x_SES,9056,2264,21,ambig,neg,Race_x_SES:2264
bbq,Race_x_SES,9057,2264,21,disambig,neg,Race_x_SES:2264
bbq,Race_x_SES,9058,2264,21,ambig,nonneg,Race_x_SES:2264
bbq,Race_x_SES,9059,2264,21,disambig,nonneg,Race_x_SES:2264
bbq,Race_x_SES,9716,2429,22,ambig,neg,Race_x_SES:2429
bbq,Race_x_SES,9717,2429,22,disambig,neg,Race_x_SES:2429
bbq,Race_x_SES,9718,2429,22,ambig,nonneg,Race_x_SES:2429
bbq,Race_x_SES,9719,2429,22,disambig,nonneg,Race_x_SES:2429
bbq,Race_x_SES,9808,2452,23,ambig,neg,Race_x_SES:2452
bbq,Race_x_SES,9809,2452,23,disambig,neg,Race_x_SES:2452
bbq,Race_x_SES,9810,2452,23,ambig,nonneg,Race_x_SES:2452
bbq,Race_x_SES,9811,2452,23,disambig,nonneg,Race_x_SES:2452
bbq,Race_x_SES,9852,2463,24,ambig,neg,Race_x_SES:2463
bbq,Race_x_SES,9853,2463,24,disambig,neg,Race_x_SES:2463
bbq,Race_x_SES,9854,2463,24,ambig,nonneg,Race_x_SES:2463
bbq,Race_x_SES,9855,2463,24,disambig,nonneg,Race_x_SES:2463
bbq,Race_x_SES,9928,2482,24,ambig,neg,Race_x_SES:2482
bbq,Race_x_SES,9929,2482,24,disambig,neg,Race_x_SES:2482
bbq,Race_x_SES,9930,2482,24,ambig,nonneg,Race_x_SES:2482
bbq,Race_x_SES,9931,2482,24,disambig,nonneg,Race_x_SES:2482
bbq,Race_x_SES,10448,2612,25,ambig,neg,Race_x_SES:2612
bbq,Race_x_SES,10449,2612,25,disambig,neg,Race_x_SES:2612
bbq,Race_x_SES,10450,2612,25,ambig,nonneg,Race_x_SES:2612
bbq,Race_x_SES,10451,2612,25,disambig,nonneg,Race_x_SES:2612
bbq,Race_x_SES,10616,2654,26,ambig,neg,Race_x_SES:2654
bbq,Race_x_SES,10617,2654,26,disambig,neg,Race_x_SES:2654
bbq,Race_x_SES,10618,2654,26,ambig,nonneg,Race_x_SES:2654
bbq,Race_x_SES,10619,2654,26,disambig,nonneg,Race_x_SES:2654
bbq,Race_x_gender,0,0,1,ambig,neg,Race_x_gender:0
bbq,Race_x_gender,1,0,1,disambig,neg,Race_x_gender:0
bbq,Race_x_gender,2,0,1,ambig,nonneg,Race_x_gender:0
bbq,Race_x_gender,3,0,1,disambig,nonneg,Race_x_gender:0
bbq,Race_x_gender,376,94,2,ambig,neg,Race_x_gender:94
bbq,Race_x_gender,377,94,2,disambig,neg,Race_x_gender:94
bbq,Race_x_gender,378,94,2,ambig,nonneg,Race_x_gender:94
bbq,Race_x_gender,379,94,2,disambig,nonneg,Race_x_gender:94
bbq,Race_x_gender,884,221,3,ambig,neg,Race_x_gender:221
bbq,Race_x_gender,885,221,3,disambig,neg,Race_x_gender:221
bbq,Race_x_gender,886,221,3,ambig,nonneg,Race_x_gender:221
bbq,Race_x_gender,887,221,3,disambig,nonneg,Race_x_gender:221
bbq,Race_x_gender,1620,405,4,ambig,neg,Race_x_gender:405
bbq,Race_x_gender,1621,405,4,disambig,neg,Race_x_gender:405
bbq,Race_x_gender,1622,405,4,ambig,nonneg,Race_x_gender:405
bbq,Race_x_gender,1623,405,4,disambig,nonneg,Race_x_gender:405
bbq,Race_x_gender,1752,438,5,ambig,neg,Race_x_gender:438
bbq,Race_x_gender,1753,438,5,disambig,neg,Race_x_gender:438
bbq,Race_x_gender,1754,438,5,ambig,nonneg,Race_x_gender:438
bbq,Race_x_gender,1755,438,5,disambig,nonneg,Race_x_gender:438
bbq,Race_x_gender,1940,485,6,ambig,neg,Race_x_gender:485
bbq,Race_x_gender,1941,485,6,disambig,neg,Race_x_gender:485
bbq,Race_x_gender,1942,485,6,ambig,nonneg,Race_x_gender:485
bbq,Race_x_gender,1943,485,6,disambig,nonneg,Race_x_gender:485
bbq,Race_x_gender,2488,622,7,ambig,neg,Race_x_gender:622
bbq,Race_x_gender,2489,622,7,disambig,neg,Race_x_gender:622
bbq,Race_x_gender,2490,622,7,ambig,nonneg,Race_x_gender:622
bbq,Race_x_gender,2491,622,7,disambig,nonneg,Race_x_gender:622
bbq,Race_x_gender,2948,737,8,ambig,neg,Race_x_gender:737
bbq,Race_x_gender,2949,737,8,disambig,neg,Race_x_gender:737
bbq,Race_x_gender,2950,737,8,ambig,nonneg,Race_x_gender:737
bbq,Race_x_gender,2951,737,8,disambig,nonneg,Race_x_gender:737
bbq,Race_x_gender,3352,838,9,ambig,neg,Race_x_gender:838
bbq,Race_x_gender,3353,838,9,disambig,neg,Race_x_gender:838
bbq,Race_x_gender,3354,838,9,ambig,nonneg,Race_x_gender:838
bbq,Race_x_gender,3355,838,9,disambig,nonneg,Race_x_gender:838
bbq,Race_x_gender,3400,850,11,ambig,neg,Race_x_gender:850
bbq,Race_x_gender,3401,850,11,disambig,neg,Race_x_gender:850
bbq,Race_x_gender,3402,850,11,ambig,nonneg,Race_x_gender:850
bbq,Race_x_gender,3403,850,11,disambig,nonneg,Race_x_gender:850
bbq,Race_x_gender,3924,981,12,ambig,neg,Race_x_gender:981
bbq,Race_x_gender,3925,981,12,disambig,neg,Race_x_gender:981
bbq,Race_x_gender,3926,981,12,ambig,nonneg,Race_x_gender:981
bbq,Race_x_gender,3927,981,12,disambig,nonneg,Race_x_gender:981
bbq,Race_x_gender,4288,1072,13,ambig,neg,Race_x_gender:1072
bbq,Race_x_gender,4289,1072,13,disambig,neg,Race_x_gender:1072
bbq,Race_x_gender,4290,1072,13,ambig,nonneg,Race_x_gender:1072
bbq,Race_x_gender,4291,1072,13,disambig,nonneg,Race_x_gender:1072
bbq,Race_x_gender,4936,1234,14,ambig,neg,Race_x_gender:1234
bbq,Race_x_gender,4937,1234,14,disambig,neg,Race_x_gender:1234
bbq,Race_x_gender,4938,1234,14,ambig,nonneg,Race_x_gender:1234
bbq,Race_x_gender,4939,1234,14,disambig,nonneg,Race_x_gender:1234
bbq,Race_x_gender,5084,1271,15,ambig,neg,Race_x_gender:1271
bbq,Race_x_gender,5085,1271,15,disambig,neg,Race_x_gender:1271
bbq,Race_x_gender,5086,1271,15,ambig,nonneg,Race_x_gender:1271
bbq,Race_x_gender,5087,1271,15,disambig,nonneg,Race_x_gender:1271
bbq,Race_x_gender,5316,1329,17,ambig,neg,Race_x_gender:1329
bbq,Race_x_gender,5317,1329,17,disambig,neg,Race_x_gender:1329
bbq,Race_x_gender,5318,1329,17,ambig,nonneg,Race_x_gender:1329
bbq,Race_x_gender,5319,1329,17,disambig,nonneg,Race_x_gender:1329
bbq,Race_x_gender,5808,1452,18,ambig,neg,Race_x_gender:1452
bbq,Race_x_gender,5809,1452,18,disambig,neg,Race_x_gender:1452
bbq,Race_x_gender,5810,1452,18,ambig,nonneg,Race_x_gender:1452
bbq,Race_x_gender,5811,1452,18,disambig,nonneg,Race_x_gender:1452
bbq,Race_x_gender,6132,1533,19,ambig,neg,Race_x_gender:1533
bbq,Race_x_gender,6133,1533,19,disambig,neg,Race_x_gender:1533
bbq,Race_x_gender,6134,1533,19,ambig,nonneg,Race_x_gender:1533
bbq,Race_x_gender,6135,1533,19,disambig,nonneg,Race_x_gender:1533
bbq,Race_x_gender,6332,1583,20,ambig,neg,Race_x_gender:1583
bbq,Race_x_gender,6333,1583,20,disambig,neg,Race_x_gender:1583
bbq,Race_x_gender,6334,1583,20,ambig,nonneg,Race_x_gender:1583
bbq,Race_x_gender,6335,1583,20,disambig,nonneg,Race_x_gender:1583
bbq,Race_x_gender,7004,1751,21,ambig,neg,Race_x_gender:1751
bbq,Race_x_gender,7005,1751,21,disambig,neg,Race_x_gender:1751
bbq,Race_x_gender,7006,1751,21,ambig,nonneg,Race_x_gender:1751
bbq,Race_x_gender,7007,1751,21,disambig,nonneg,Race_x_gender:1751
bbq,Race_x_gender,7132,1783,22,ambig,neg,Race_x_gender:1783
bbq,Race_x_gender,7133,1783,22,disambig,neg,Race_x_gender:1783
bbq,Race_x_gender,7134,1783,22,ambig,nonneg,Race_x_gender:1783
bbq,Race_x_gender,7135,1783,22,disambig,nonneg,Race_x_gender:1783
bbq,Race_x_gender,7736,1934,23,ambig,neg,Race_x_gender:1934
bbq,Race_x_gender,7737,1934,23,disambig,neg,Race_x_gender:1934
bbq,Race_x_gender,7738,1934,23,ambig,nonneg,Race_x_gender:1934
bbq,Race_x_gender,7739,1934,23,disambig,nonneg,Race_x_gender:1934
bbq,Race_x_gender,8072,2018,24,ambig,neg,Race_x_gender:2018
bbq,Race_x_gender,8073,2018,24,disambig,neg,Race_x_gender:2018
bbq,Race_x_gender,8074,2018,24,ambig,nonneg,Race_x_gender:2018
bbq,Race_x_gender,8075,2018,24,disambig,nonneg,Race_x_gender:2018
bbq,Race_x_gender,8528,2132,25,ambig,neg,Race_x_gender:2132
bbq,Race_x_gender,8529,2132,25,disambig,neg,Race_x_gender:2132
bbq,Race_x_gender,8530,2132,25,ambig,nonneg,Race_x_gender:2132
bbq,Race_x_gender,8531,2132,25,disambig,nonneg,Race_x_gender:2132
bbq,Race_x_gender,8608,2152,25,ambig,neg,Race_x_gender:2152
bbq,Race_x_gender,8609,2152,25,disambig,neg,Race_x_gender:2152
bbq,Race_x_gender,8610,2152,25,ambig,nonneg,Race_x_gender:2152
bbq,Race_x_gender,8611,2152,25,disambig,nonneg,Race_x_gender:2152
bbq,Race_x_gender,8848,2212,26,ambig,neg,Race_x_gender:2212
bbq,Race_x_gender,8849,2212,26,disambig,neg,Race_x_gender:2212
bbq,Race_x_gender,8850,2212,26,ambig,nonneg,Race_x_gender:2212
bbq,Race_x_gender,8851,2212,26,disambig,nonneg,Race_x_gender:2212
bbq,Race_x_gender,9288,2322,27,ambig,neg,Race_x_gender:2322
bbq,Race_x_gender,9289,2322,27,disambig,neg,Race_x_gender:2322
bbq,Race_x_gender,9290,2322,27,ambig,nonneg,Race_x_gender:2322
bbq,Race_x_gender,9291,2322,27,disambig,nonneg,Race_x_gender:2322
bbq,Race_x_gender,9700,2425,28,ambig,neg,Race_x_gender:2425
bbq,Race_x_gender,9701,2425,28,disambig,neg,Race_x_gender:2425
bbq,Race_x_gender,9702,2425,28,ambig,nonneg,Race_x_gender:2425
bbq,Race_x_gender,9703,2425,28,disambig,nonneg,Race_x_gender:2425
bbq,Race_x_gender,9804,2451,29,ambig,neg,Race_x_gender:2451
bbq,Race_x_gender,9805,2451,29,disambig,neg,Race_x_gender:2451
bbq,Race_x_gender,9806,2451,29,ambig,nonneg,Race_x_gender:2451
bbq,Race_x_gender,9807,2451,29,disambig,nonneg,Race_x_gender:2451
bbq,Race_x_gender,10092,2523,29,ambig,neg,Race_x_gender:2523
bbq,Race_x_gender,10093,2523,29,disambig,neg,Race_x_gender:2523
bbq,Race_x_gender,10094,2523,29,ambig,nonneg,Race_x_gender:2523
bbq,Race_x_gender,10095,2523,29,disambig,nonneg,Race_x_gender:2523
bbq,Race_x_gender,10380,2595,30,ambig,neg,Race_x_gender:2595
bbq,Race_x_gender,10381,2595,30,disambig,neg,Race_x_gender:2595
bbq,Race_x_gender,10382,2595,30,ambig,nonneg,Race_x_gender:2595
bbq,Race_x_gender,10383,2595,30,disambig,nonneg,Race_x_gender:2595
bbq,Race_x_gender,10552,2638,31,ambig,neg,Race_x_gender:2638
bbq,Race_x_gender,10553,2638,31,disambig,neg,Race_x_gender:2638
bbq,Race_x_gender,10554,2638,31,ambig,nonneg,Race_x_gender:2638
bbq,Race_x_gender,10555,2638,31,disambig,nonneg,Race_x_gender:2638
bbq,Race_x_gender,11056,2764,32,ambig,neg,Race_x_gender:2764
bbq,Race_x_gender,11057,2764,32,disambig,neg,Race_x_gender:2764
bbq,Race_x_gender,11058,2764,32,ambig,nonneg,Race_x_gender:2764
bbq,Race_x_gender,11059,2764,32,disambig,nonneg,Race_x_gender:2764
bbq,Race_x_gender,11548,2887,33,ambig,neg,Race_x_gender:2887
bbq,Race_x_gender,11549,2887,33,disambig,neg,Race_x_gender:2887
bbq,Race_x_gender,11550,2887,33,ambig,nonneg,Race_x_gender:2887
bbq,Race_x_gender,11551,2887,33,disambig,nonneg,Race_x_gender:2887
bbq,Race_x_gender,11928,2982,34,ambig,neg,Race_x_gender:2982
bbq,Race_x_gender,11929,2982,34,disambig,neg,Race_x_gender:2982
bbq,Race_x_gender,11930,2982,34,ambig,nonneg,Race_x_gender:2982
bbq,Race_x_gender,11931,2982,34,disambig,nonneg,Race_x_gender:2982
bbq,Race_x_gender,12480,3120,35,ambig,neg,Race_x_gender:3120
bbq,Race_x_gender,12481,3120,35,disambig,neg,Race_x_gender:3120
bbq,Race_x_gender,12482,3120,35,ambig,nonneg,Race_x_gender:3120
bbq,Race_x_gender,12483,3120,35,disambig,nonneg,Race_x_gender:3120
bbq,Race_x_gender,12748,3187,36,ambig,neg,Race_x_gender:3187
bbq,Race_x_gender,12749,3187,36,disambig,neg,Race_x_gender:3187
bbq,Race_x_gender,12750,3187,36,ambig,nonneg,Race_x_gender:3187
bbq,Race_x_gender,12751,3187,36,disambig,nonneg,Race_x_gender:3187
bbq,Race_x_gender,12964,3241,37,ambig,neg,Race_x_gender:3241
bbq,Race_x_gender,12965,3241,37,disambig,neg,Race_x_gender:3241
bbq,Race_x_gender,12966,3241,37,ambig,nonneg,Race_x_gender:3241
bbq,Race_x_gender,12967,3241,37,disambig,nonneg,Race_x_gender:3241
bbq,Race_x_gender,13652,3413,38,ambig,neg,Race_x_gender:3413
bbq,Race_x_gender,13653,3413,38,disambig,neg,Race_x_gender:3413
bbq,Race_x_gender,13654,3413,38,ambig,nonneg,Race_x_gender:3413
bbq,Race_x_gender,13655,3413,38,disambig,nonneg,Race_x_gender:3413
bbq,Race_x_gender,13708,3427,39,ambig,neg,Race_x_gender:3427
bbq,Race_x_gender,13709,3427,39,disambig,neg,Race_x_gender:3427
bbq,Race_x_gender,13710,3427,39,ambig,nonneg,Race_x_gender:3427
bbq,Race_x_gender,13711,3427,39,disambig,nonneg,Race_x_gender:3427
bbq,Race_x_gender,14012,3503,40,ambig,neg,Race_x_gender:3503
bbq,Race_x_gender,14013,3503,40,disambig,neg,Race_x_gender:3503
bbq,Race_x_gender,14014,3503,40,ambig,nonneg,Race_x_gender:3503
bbq,Race_x_gender,14015,3503,40,disambig,nonneg,Race_x_gender:3503
bbq,Race_x_gender,14384,3596,40,ambig,neg,Race_x_gender:3596
bbq,Race_x_gender,14385,3596,40,disambig,neg,Race_x_gender:3596
bbq,Race_x_gender,14386,3596,40,ambig,nonneg,Race_x_gender:3596
bbq,Race_x_gender,14387,3596,40,disambig,nonneg,Race_x_gender:3596
bbq,Race_x_gender,14632,3658,41,ambig,neg,Race_x_gender:3658
bbq,Race_x_gender,14633,3658,41,disambig,neg,Race_x_gender:3658
bbq,Race_x_gender,14634,3658,41,ambig,nonneg,Race_x_gender:3658
bbq,Race_x_gender,14635,3658,41,disambig,nonneg,Race_x_gender:3658
bbq,Race_x_gender,15044,3761,42,ambig,neg,Race_x_gender:3761
bbq,Race_x_gender,15045,3761,42,disambig,neg,Race_x_gender:3761
bbq,Race_x_gender,15046,3761,42,ambig,nonneg,Race_x_gender:3761
bbq,Race_x_gender,15047,3761,42,disambig,nonneg,Race_x_gender:3761
bbq,Race_x_gender,15104,3776,42,ambig,neg,Race_x_gender:3776
bbq,Race_x_gender,15105,3776,42,disambig,neg,Race_x_gender:3776
bbq,Race_x_gender,15106,3776,42,ambig,nonneg,Race_x_gender:3776
bbq,Race_x_gender,15107,3776,42,disambig,nonneg,Race_x_gender:3776
bbq,Race_x_gender,15276,3819,43,ambig,neg,Race_x_gender:3819
bbq,Race_x_gender,15277,3819,43,disambig,neg,Race_x_gender:3819
bbq,Race_x_gender,15278,3819,43,ambig,nonneg,Race_x_gender:3819
bbq,Race_x_gender,15279,3819,43,disambig,nonneg,Race_x_gender:3819
bbq,Race_x_gender,15576,3894,44,ambig,neg,Race_x_gender:3894
bbq,Race_x_gender,15577,3894,44,disambig,neg,Race_x_gender:3894
bbq,Race_x_gender,15578,3894,44,ambig,nonneg,Race_x_gender:3894
bbq,Race_x_gender,15579,3894,44,disambig,nonneg,Race_x_gender:3894
bbq,Religion,12,3,1,ambig,neg,Religion:3
bbq,Religion,13,3,1,disambig,neg,Religion:3
bbq,Religion,14,3,1,ambig,nonneg,Religion:3
bbq,Religion,15,3,1,disambig,nonneg,Religion:3
bbq,Religion,24,6,1,ambig,neg,Religion:6
bbq,Religion,25,6,1,disambig,neg,Religion:6
bbq,Religion,26,6,1,ambig,nonneg,Religion:6
bbq,Religion,27,6,1,disambig,nonneg,Religion:6
bbq,Religion,36,9,1,ambig,neg,Religion:9
bbq,Religion,37,9,1,disambig,neg,Religion:9
bbq,Religion,38,9,1,ambig,nonneg,Religion:9
bbq,Religion,39,9,1,disambig,nonneg,Religion:9
bbq,Religion,44,11,2,ambig,neg,Religion:11
bbq,Religion,45,11,2,disambig,neg,Religion:11
bbq,Religion,46,11,2,ambig,nonneg,Religion:11
bbq,Religion,47,11,2,disambig,nonneg,Religion:11
bbq,Religion,124,31,3,ambig,neg,Religion:31
bbq,Religion,125,31,3,disambig,neg,Religion:31
bbq,Religion,126,31,3,ambig,nonneg,Religion:31
bbq,Religion,127,31,3,disambig,nonneg,Religion:31
bbq,Religion,180,45,3,ambig,neg,Religion:45
bbq,Religion,181,45,3,disambig,neg,Religion:45
bbq,Religion,182,45,3,ambig,nonneg,Religion:45
bbq,Religion,183,45,3,disambig,nonneg,Religion:45
bbq,Religion,224,56,4,ambig,neg,Religion:56
bbq,Religion,225,56,4,disambig,neg,Religion:56
bbq,Religion,226,56,4,ambig,nonneg,Religion:56
bbq,Religion,227,56,4,disambig,nonneg,Religion:56
bbq,Religion,256,64,5,ambig,neg,Religion:64
bbq,Religion,257,64,5,disambig,neg,Religion:64
bbq,Religion,258,64,5,ambig,nonneg,Religion:64
bbq,Religion,259,64,5,disambig,nonneg,Religion:64
bbq,Religion,272,68,5,ambig,neg,Religion:68
bbq,Religion,273,68,5,disambig,neg,Religion:68
bbq,Religion,274,68,5,ambig,nonneg,Religion:68
bbq,Religion,275,68,5,disambig,nonneg,Religion:68
bbq,Religion,300,75,6,ambig,neg,Religion:75
bbq,Religion,301,75,6,disambig,neg,Religion:75
bbq,Religion,302,75,6,ambig,nonneg,Religion:75
bbq,Religion,303,75,6,disambig,nonneg,Religion:75
bbq,Religion,304,76,6,ambig,neg,Religion:76
bbq,Religion,305,76,6,disambig,neg,Religion:76
bbq,Religion,306,76,6,ambig,nonneg,Religion:76
bbq,Religion,307,76,6,disambig,nonneg,Religion:76
bbq,Religion,312,78,6,ambig,neg,Religion:78
bbq,Religion,313,78,6,disambig,neg,Religion:78
bbq,Religion,314,78,6,ambig,nonneg,Religion:78
bbq,Religion,315,78,6,disambig,nonneg,Religion:78
bbq,Religion,396,99,7,ambig,neg,Religion:99
bbq,Religion,397,99,7,disambig,neg,Religion:99
bbq,Religion,398,99,7,ambig,nonneg,Religion:99
bbq,Religion,399,99,7,disambig,nonneg,Religion:99
bbq,Religion,412,103,8,ambig,neg,Religion:103
bbq,Religion,413,103,8,disambig,neg,Religion:103
bbq,Religion,414,103,8,ambig,nonneg,Religion:103
bbq,Religion,415,103,8,disambig,nonneg,Religion:103
bbq,Religion,440,110,9,ambig,neg,Religion:110
bbq,Religion,441,110,9,disambig,neg,Religion:110
bbq,Religion,442,110,9,ambig,nonneg,Religion:110
bbq,Religion,443,110,9,disambig,nonneg,Religion:110
bbq,Religion,508,127,10,ambig,neg,Religion:127
bbq,Religion,509,127,10,disambig,neg,Religion:127
bbq,Religion,510,127,10,ambig,nonneg,Religion:127
bbq,Religion,511,127,10,disambig,nonneg,Religion:127
bbq,Religion,516,129,10,ambig,neg,Religion:129
bbq,Religion,517,129,10,disambig,neg,Religion:129
bbq,Religion,518,129,10,ambig,nonneg,Religion:129
bbq,Religion,519,129,10,disambig,nonneg,Religion:129
bbq,Religion,528,132,11,ambig,neg,Religion:132
bbq,Religion,529,132,11,disambig,neg,Religion:132
bbq,Religion,530,132,11,ambig,nonneg,Religion:132
bbq,Religion,531,132,11,disambig,nonneg,Religion:132
bbq,Religion,572,143,12,ambig,neg,Religion:143
bbq,Religion,573,143,12,disambig,neg,Religion:143
bbq,Religion,574,143,12,ambig,nonneg,Religion:143
bbq,Religion,575,143,12,disambig,nonneg,Religion:143
bbq,Religion,600,150,13,ambig,neg,Religion:150
bbq,Religion,601,150,13,disambig,neg,Religion:150
bbq,Religion,602,150,13,ambig,nonneg,Religion:150
bbq,Religion,603,150,13,disambig,nonneg,Religion:150
bbq,Religion,624,156,13,ambig,neg,Religion:156
bbq,Religion,625,156,13,disambig,neg,Religion:156
bbq,Religion,626,156,13,ambig,nonneg,Religion:156
bbq,Religion,627,156,13,disambig,nonneg,Religion:156
bbq,Religion,632,158,13,ambig,neg,Religion:158
bbq,Religion,633,158,13,disambig,neg,Religion:158
bbq,Religion,634,158,13,ambig,nonneg,Religion:158
bbq,Religion,635,158,13,disambig,nonneg,Religion:158
bbq,Religion,648,162,14,ambig,neg,Religion:162
bbq,Religion,649,162,14,disambig,neg,Religion:162
bbq,Religion,650,162,14,ambig,nonneg,Religion:162
bbq,Religion,651,162,14,disambig,nonneg,Religion:162
bbq,Religion,672,168,14,ambig,neg,Religion:168
bbq,Religion,673,168,14,disambig,neg,Religion:168
bbq,Religion,674,168,14,ambig,nonneg,Religion:168
bbq,Religion,675,168,14,disambig,nonneg,Religion:168
bbq,Religion,692,173,15,ambig,neg,Religion:173
bbq,Religion,693,173,15,disambig,neg,Religion:173
bbq,Religion,694,173,15,ambig,nonneg,Religion:173
bbq,Religion,695,173,15,disambig,nonneg,Religion:173
bbq,Religion,756,189,16,ambig,neg,Religion:189
bbq,Religion,757,189,16,disambig,neg,Religion:189
bbq,Religion,758,189,16,ambig,nonneg,Religion:189
bbq,Religion,759,189,16,disambig,nonneg,Religion:189
bbq,Religion,764,191,17,ambig,neg,Religion:191
bbq,Religion,765,191,17,disambig,neg,Religion:191
bbq,Religion,766,191,17,ambig,nonneg,Religion:191
bbq,Religion,767,191,17,disambig,nonneg,Religion:191
bbq,Religion,768,192,17,ambig,neg,Religion:192
bbq,Religion,769,192,17,disambig,neg,Religion:192
bbq,Religion,770,192,17,ambig,nonneg,Religion:192
bbq,Religion,771,192,17,disambig,nonneg,Religion:192
bbq,Religion,812,203,18,ambig,neg,Religion:203
bbq,Religion,813,203,18,disambig,neg,Religion:203
bbq,Religion,814,203,18,ambig,nonneg,Religion:203
bbq,Religion,815,203,18,disambig,nonneg,Religion:203
bbq,Religion,856,214,19,ambig,neg,Religion:214
bbq,Religion,857,214,19,disambig,neg,Religion:214
bbq,Religion,858,214,19,ambig,nonneg,Religion:214
bbq,Religion,859,214,19,disambig,nonneg,Religion:214
bbq,Religion,864,216,19,ambig,neg,Religion:216
bbq,Religion,865,216,19,disambig,neg,Religion:216
bbq,Religion,866,216,19,ambig,nonneg,Religion:216
bbq,Religion,867,216,19,disambig,nonneg,Religion:216
bbq,Religion,944,236,19,ambig,neg,Religion:236
bbq,Religion,945,236,19,disambig,neg,Religion:236
bbq,Religion,946,236,19,ambig,nonneg,Religion:236
bbq,Religion,947,236,19,disambig,nonneg,Religion:236
bbq,Religion,976,244,20,ambig,neg,Religion:244
bbq,Religion,977,244,20,disambig,neg,Religion:244
bbq,Religion,978,244,20,ambig,nonneg,Religion:244
bbq,Religion,979,244,20,disambig,nonneg,Religion:244
bbq,Religion,980,245,20,ambig,neg,Religion:245
bbq,Religion,981,245,20,disambig,neg,Religion:245
bbq,Religion,982,245,20,ambig,nonneg,Religion:245
bbq,Religion,983,245,20,disambig,nonneg,Religion:245
bbq,Religion,992,248,20,ambig,neg,Religion:248
bbq,Religion,993,248,20,disambig,neg,Religion:248
bbq,Religion,994,248,20,ambig,nonneg,Religion:248
bbq,Religion,995,248,20,disambig,nonneg,Religion:248
bbq,Religion,1012,253,21,ambig,neg,Religion:253
bbq,Religion,1013,253,21,disambig,neg,Religion:253
bbq,Religion,1014,253,21,ambig,nonneg,Religion:253
bbq,Religion,1015,253,21,disambig,nonneg,Religion:253
bbq,Religion,1076,269,22,ambig,neg,Religion:269
bbq,Religion,1077,269,22,disambig,neg,Religion:269
bbq,Religion,1078,269,22,ambig,nonneg,Religion:269
bbq,Religion,1079,269,22,disambig,nonneg,Religion:269
bbq,Religion,1084,271,23,ambig,neg,Religion:271
bbq,Religion,1085,271,23,disambig,neg,Religion:271
bbq,Religion,1086,271,23,ambig,nonneg,Religion:271
bbq,Religion,1087,271,23,disambig,nonneg,Religion:271
bbq,Religion,1096,274,23,ambig,neg,Religion:274
bbq,Religion,1097,274,23,disambig,neg,Religion:274
bbq,Religion,1098,274,23,ambig,nonneg,Religion:274
bbq,Religion,1099,274,23,disambig,nonneg,Religion:274
bbq,Religion,1112,278,23,ambig,neg,Religion:278
bbq,Religion,1113,278,23,disambig,neg,Religion:278
bbq,Religion,1114,278,23,ambig,nonneg,Religion:278
bbq,Religion,1115,278,23,disambig,nonneg,Religion:278
bbq,Religion,1124,281,24,ambig,neg,Religion:281
bbq,Religion,1125,281,24,disambig,neg,Religion:281
bbq,Religion,1126,281,24,ambig,nonneg,Religion:281
bbq,Religion,1127,281,24,disambig,nonneg,Religion:281
bbq,Religion,1152,288,24,ambig,neg,Religion:288
bbq,Religion,1153,288,24,disambig,neg,Religion:288
bbq,Religion,1154,288,24,ambig,nonneg,Religion:288
bbq,Religion,1155,288,24,disambig,nonneg,Religion:288
bbq,Religion,1172,293,25,ambig,neg,Religion:293
bbq,Religion,1173,293,25,disambig,neg,Religion:293
bbq,Religion,1174,293,25,ambig,nonneg,Religion:293
bbq,Religion,1175,293,25,disambig,nonneg,Religion:293
bbq,Religion,1180,295,25,ambig,neg,Religion:295
bbq,Religion,1181,295,25,disambig,neg,Religion:295
bbq,Religion,1182,295,25,ambig,nonneg,Religion:295
bbq,Religion,1183,295,25,disambig,nonneg,Religion:295
bbq,Religion,1184,296,25,ambig,neg,Religion:296
bbq,Religion,1185,296,25,disambig,neg,Religion:296
bbq,Religion,1186,296,25,ambig,nonneg,Religion:296
bbq,Religion,1187,296,25,disambig,nonneg,Religion:296
bbq,SES,40,10,1,ambig,neg,SES:10
bbq,SES,41,10,1,disambig,neg,SES:10
bbq,SES,42,10,1,ambig,nonneg,SES:10
bbq,SES,43,10,1,disambig,nonneg,SES:10
bbq,SES,64,16,2,ambig,neg,SES:16
bbq,SES,65,16,2,disambig,neg,SES:16
bbq,SES,66,16,2,ambig,nonneg,SES:16
bbq,SES,67,16,2,disambig,nonneg,SES:16
bbq,SES,96,24,3,ambig,neg,SES:24
bbq,SES,97,24,3,disambig,neg,SES:24
bbq,SES,98,24,3,ambig,nonneg,SES:24
